t_rel_s,phase,mv,ma,watt,temp_max_c
50.068,warmup,4984.0,968.0,4.8245,58.97
50.168,warmup,4984.0,968.0,4.8245,58.94
50.268,warmup,4984.0,968.0,4.8245,58.91
50.368,warmup,4984.0,968.0,4.8245,58.94
50.468,warmup,4984.0,976.0,4.8644,58.88
50.569,warmup,4984.0,976.0,4.8644,58.91
50.669,warmup,4984.0,976.0,4.8644,59.19
50.769,warmup,4984.0,968.0,4.8245,58.97
50.869,warmup,4984.0,968.0,4.8245,59.03
50.969,warmup,4984.0,968.0,4.8245,58.94
51.069,warmup,4984.0,968.0,4.8245,58.91
51.169,warmup,4984.0,968.0,4.8245,58.94
51.270,warmup,4984.0,968.0,4.8245,58.91
51.370,warmup,4984.0,968.0,4.8245,58.91
51.470,warmup,4984.0,968.0,4.8245,58.91
51.570,warmup,4984.0,968.0,4.8245,59.12
51.670,warmup,4984.0,968.0,4.8245,59.16
51.770,warmup,4984.0,968.0,4.8245,58.97
51.870,warmup,4984.0,968.0,4.8245,59.03
51.971,warmup,4984.0,968.0,4.8245,58.94
52.071,warmup,4984.0,968.0,4.8245,58.91
52.171,warmup,4984.0,968.0,4.8245,58.88
52.271,warmup,4984.0,968.0,4.8245,58.94
52.371,warmup,4984.0,968.0,4.8245,58.81
52.471,warmup,4984.0,968.0,4.8245,59.19
52.571,warmup,4984.0,968.0,4.8245,59.00
52.672,warmup,4984.0,968.0,4.8245,59.06
52.772,warmup,4984.0,968.0,4.8245,58.94
52.872,warmup,4984.0,968.0,4.8245,59.00
52.972,warmup,4984.0,968.0,4.8245,58.94
53.072,warmup,4984.0,968.0,4.8245,58.91
